idA,idB
1123,3352
1123,3393
1123,3261
1123,3122
1124,297
1124,2801
1124,2835
1124,276
1124,4058
1124,899
1124,2423
1124,3493
1124,1914
1124,2924
1124,85
1124,2253
1124,827
1124,2703
1124,3781
1124,1182
1124,1963
1124,461
1147,1658
1147,2453
1147,1394
1147,2739
1147,2034
1147,2395
1147,182
1147,1480
1147,344
1147,3830
1147,860
1147,2544
1147,1404
1147,756
1147,220
1147,1697
1147,431
1147,1532
1147,864
1147,1919
1148,2703
1148,3373
1148,1275
1148,1632
1148,3738
1148,297
1148,1280
1148,2384
1148,826
1148,2631
1148,3314
1148,2191
1148,4058
1148,2587
1148,570
1148,3781
1148,2801
1148,1654
1148,2681
1148,1699
1149,2703
1149,2924
1149,1948
1149,213
1149,3979
1149,1542
1149,3284
1149,4073
1149,575
1149,3287
1149,297
1149,1699
1149,1275
1149,1969
1149,976
1149,2069
1152,33
1152,1794
1152,10
1152,788
1152,675
1152,2155
1152,3792
1152,3369
1152,1954
1152,799
1152,432
1152,3387
1152,3884
1152,1775
1152,3148
1152,2109
1152,2911
1152,2382
1155,1838
1155,2703
1155,3769
1155,812
1155,1164
1155,3373
1155,1699
1155,1592
1155,570
1155,899
1155,3963
1155,3507
1155,3636
1155,2969
1155,2801
1155,1632
1155,3532
1155,1654
1157,487
1157,1164
1157,568
1157,3705
1157,3568
1157,2457
1157,964
1157,1024
1157,3924
1157,1765
1157,2802
1157,3792
1157,1280
1157,432
1157,2772
1157,788
1157,2911
1157,927
1157,3243
1157,3156
1164,788
1164,2802
1164,2772
1164,3541
1164,1280
1164,164
1164,2155
1164,542
1164,510
1164,1936
1164,3028
1164,1831
1164,3009
1164,920
1164,3668
1164,3905
1164,1162
1164,1950
1164,1954
1164,278
1164,2624
1164,2130
1164,2632
1165,4001
1165,3158
1165,270
1165,1843
1165,2163
1165,1307
1165,1793
1165,2364
1165,3814
1165,2097
1165,4102
1165,1271
1165,2474
1165,591
1165,1773
1165,2440
1165,3322
1165,3079
1166,1164
1166,2802
1166,3447
1166,3646
1166,1765
1166,3734
1166,3668
1166,2772
1166,2911
1166,696
1166,1954
1166,3009
1166,2466
1166,2327
1166,3462
1166,3968
1166,808
1166,788
1166,3556
1166,2155
1170,929
1170,3333
1170,3317
1170,2457
1170,3758
1170,3808
1170,2171
1170,19
1170,1554
1170,463
1170,626
1170,1765
1177,3744
1177,1977
1177,424
1177,884
1177,1394
1177,2305
1177,2123
1177,3886
1177,1532
1177,606
1177,1289
1177,3991
1177,2978
1177,1604
1177,1874
1177,3878
1177,2543
1177,366
1177,3128
1177,190
1184,335
1184,1613
1184,2126
1184,530
1184,3357
1184,2784
1184,885
1184,2197
1184,912
1184,1682
1184,129
1184,2906
1184,2825
1184,289
1184,1206
1184,1564
1184,1821
1184,3388
1184,3105
1184,1277
1185,3749
1185,1385
1185,2639
1185,1826
1185,1880
1185,3718
1185,3741
1185,3253
1185,3981
1185,2137
1185,1535
1185,2863
1185,605
1185,2314
1185,3392
1185,3732
1185,2887
1185,3116
1188,3456
1188,957
1188,2364
1188,1843
1188,3271
1188,2163
1188,3731
1188,336
1188,167
1188,1271
1188,1933
1188,1773
1188,2271
1188,3209
1188,3742
1188,3488
1188,912
1188,1872
1188,1307
1188,802
1188,1165
1188,2511
1188,1663
1188,3470
1188,4070
1191,2904
1191,686
1191,1549
1191,1021
1191,867
1191,314
1191,3304
1191,4049
1191,3194
1191,1620
1191,3553
1191,2516
1191,1314
1191,3015
1191,2924
1191,2626
1191,575
1191,2703
1191,44
1193,2522
1193,289
1193,718
1193,3488
1193,3393
1193,4080
1193,2193
1193,3317
1193,2271
1193,1613
1193,927
1193,492
1193,2075
1193,278
1193,3495
1193,2466
1193,2674
1193,3763
1193,2364
1196,3788
1196,3167
1196,3473
1196,2354
1196,3791
1196,1985
1196,3750
1196,297
1196,2626
1196,3894
1196,2101
1196,629
1196,1425
1196,2885
1196,1218
1196,2501
1196,44
1196,751
1196,277
1205,660
1205,1470
1205,3858
1205,448
1205,6
1205,1106
1205,2386
1205,2178
1205,629
1205,2881
1205,670
1205,954
1205,763
1205,921
1205,2293
1205,1748
1205,2439
1205,3674
1207,3977
1207,1520
1207,1573
1207,3209
1207,1310
1207,2758
1207,3868
1207,1532
1207,3105
1207,2481
1207,116
1207,1052
1207,3079
1207,3178
1207,3488
1207,1394
1207,4052
1208,710
1208,2147
1208,3688
1208,2653
1208,2295
1208,2301
1208,574
1208,2223
1208,1797
1208,3978
1208,2775
1208,760
1208,1591
1208,1639
1208,2216
1213,3029
1213,2017
1213,2216
1213,1108
1213,3423
1213,2880
1213,2579
1213,3094
1213,2179
1213,740
1213,540
1213,2861
1213,1187
1213,2653
1213,2005
1213,382
1213,3000
1213,2717
1213,2370
1213,1222
1217,3392
1217,2314
1217,2133
1217,3981
1217,1221
1217,927
1217,959
1217,3568
1217,3393
1217,3138
1217,10
1217,278
1217,1274
1217,1826
1217,515
1217,718
1217,269
1217,432
1217,3261
1217,3253
1217,1229
1221,2639
1221,2802
1221,3253
1221,3568
1221,2887
1221,1385
1221,278
1221,2137
1221,269
1221,432
1221,2263
1221,2623
1221,3749
1221,515
1221,1760
1221,3751
1221,3330
1221,3392
1221,2506
1221,1598
1221,2133
1221,2314
1221,2162
1221,873
1221,3741
1221,927
1221,1309
1228,3229
1228,4026
1228,165
1228,1814
1228,1653
1228,3793
1228,1380
1228,484
1228,1652
1228,2202
1228,4048
1228,2164
1228,2890
1228,92
1228,3177
1231,1275
1231,1734
1231,575
1231,1699
1231,2966
1231,2703
1231,1592
1231,1736
1231,32
1231,3311
1231,1655
1231,3212
1231,2191
1231,2835
1231,899
1231,3373
1231,1403
1231,827
1231,2801
1234,2315
1234,1260
1234,21
1234,3640
1234,943
1234,603
1234,213
1234,3287
1234,1134
1234,3050
1234,219
1234,2675
1234,1121
1234,1116
1234,662
1234,1320
1234,621
1234,3701
1234,3114
1245,2048
1245,887
1245,3105
1245,912
1245,3767
1245,3374
1245,1310
1245,2113
1245,1433
1245,1333
1245,1467
1245,104
1245,3169
1245,1207
1245,748
1245,2380
1245,3874
1245,4029
1245,1591
1245,1203
1247,883
1247,2705
1247,1936
1247,2071
1247,1979
1247,681
1247,1164
1247,2269
1247,2865
1247,2989
1247,98
1247,2911
1247,843
1247,3323
1247,3925
1247,3359
1247,383
1247,2935
1247,2105
1247,3009
1250,2840
1250,3625
1250,3826
1250,218
1250,2251
1250,2224
1250,2294
1250,3907
1250,3600
1250,1512
1250,1805
1250,1600
1250,852
1250,2122
1250,894
1250,370
1250,297
1257,254
1257,1256
1257,726
1257,1654
1257,162
1257,265
1257,1466
1257,1751
1257,1885
1257,2307
1257,2971
1257,1021
1257,2948
1257,4075
1257,85
1257,2124
1257,1620
1257,1736
1257,3697
1258,1919
1258,1663
1258,550
1258,3328
1258,1014
1258,3676
1258,4052
1258,4042
1258,2232
1258,459
1258,3105
1258,3861
1258,1384
1258,3864
1258,2032
1258,1843
1258,1573
1258,376
1258,3285
1271,3209
1271,3079
1271,1052
1271,4052
1271,1573
1271,3488
1271,624
1271,1687
1271,2511
1271,3470
1271,1307
1271,1933
1271,2097
1271,643
1271,2809
1271,2163
1274,53
1274,3462
1274,289
1274,1207
1274,748
1274,3792
1274,2209
1274,2711
1274,432
1274,2478
1274,1374
1274,19
1274,471
1274,2314
1274,3981
1274,3261
1275,1632
1275,2480
1275,2806
1275,589
1275,4073
1275,2023
1275,2703
1275,3879
1275,1699
1275,3212
1275,1736
1275,1287
1275,1620
1275,2681
1275,3373
1275,1408
1275,2924
1275,3431
1280,2631
1280,380
1280,2193
1280,2518
1280,2964
1280,1302
1280,1507
1280,2155
1280,1561
1280,788
1280,2837
1280,3033
1280,203
1280,164
1287,3979
1287,981
1287,1620
1287,1434
1287,1478
1287,1736
1287,1149
1287,2561
1287,3284
1287,3635
1287,1948
1287,3035
1287,1699
1287,575
1287,1542
1287,589
1287,2079
1290,3462
1290,3694
1290,3994
1290,1576
1290,2244
1290,463
1290,2647
1290,963
1290,2743
1290,2366
1290,2653
1290,2807
1290,3539
1290,633
1290,3033
1301,1117
1301,278
1301,238
1301,2807
1301,3107
1301,2623
1301,1079
1301,3291
1301,2273
1301,174
1301,605
1301,2158
1301,633
1305,1290
1305,2807
1305,3007
1305,4053
1305,2814
1305,1469
1305,3286
1305,1844
1305,2484
1305,457
1305,3882
1305,3565
1305,63
1307,456
1307,1532
1307,3676
1307,2630
1307,2511
1307,3079
1307,3005
1307,3285
1307,2544
1307,2003
1307,3413
1307,4066
1307,4031
1309,3718
1309,1788
1309,3330
1309,2887
1309,3913
1309,1671
1309,3335
1309,3632
1309,3809
1309,3741
1309,2263
1309,3320
1309,3751
1309,2946
1309,2133
1309,3253
1309,515
1309,824
1309,616
1309,2662
1315,1715
1315,1780
1315,1487
1315,2801
1315,2372
1315,1877
1315,2347
1315,2155
1315,2711
1315,1718
1315,2195
1315,1164
1315,3237
1315,808
1315,1274
1315,3241
1315,3532
1315,3292
1315,388
1315,3373
1315,411
1315,454
1315,2209
1323,3223
1323,26
1323,85
1323,314
1323,3375
1323,686
1323,3068
1323,455
1323,1191
1323,1871
1323,2636
1323,3962
1323,2509
1323,2516
1323,3547
1323,2307
1324,2629
1324,2952
1324,2141
1324,3373
1324,575
1324,297
1324,2324
1324,2924
1324,1620
1324,687
1324,1632
1324,1976
1324,162
1324,1478
1324,1466
1324,321
1324,1736
1329,1956
1329,1440
1329,173
1329,286
1329,2892
1329,3990
1329,2719
1329,2888
1329,2663
1329,3768
1329,119
1329,3904
1329,2928
1329,1701
1329,1353
1329,816
1329,338
1329,3453
1329,985
1334,576
1334,235
1334,291
1334,2131
1334,1769
1334,479
1334,1336
1334,2236
1334,367
1334,3234
1334,245
1334,2181
1334,1663
1334,3245
1334,569
1334,1608
1334,1186
1334,2791
1334,88
1334,1622
1336,3309
1336,1186
1336,2229
1336,2776
1336,3569
1336,3234
1336,479
1336,2240
1336,1088
1336,189
1336,951
1336,765
1336,1378
1336,3974
1336,1178
1336,1338
1336,2181
1341,2476
1341,3093
1341,3435
1341,3284
1341,2547
1341,252
1341,960
1341,1549
1341,2856
1341,2510
1341,2620
1341,2899
1341,2164
1341,3999
1341,3790
1346,297
1346,1015
1346,2280
1346,1992
1346,2386
1346,3387
1346,1776
1346,33
1346,542
1346,96
1346,263
1346,1890
1346,426
1346,1712
1346,3210
1346,1017
1346,1387
1346,671
1353,1038
1353,3996
1353,2823
1353,1984
1353,3019
1353,3294
1353,2385
1353,818
1353,433
1353,3855
1353,1400
1353,372
1353,3893
1353,663
1353,1209
1353,3460
1353,1728
1363,3122
1363,2967
1363,626
1363,19
1363,1274
1363,3488
1363,1052
1363,740
1363,3393
1363,3888
1363,3758
1363,927
1363,336
1363,3977
1363,2000
1363,278
1363,289
1363,718
1363,3809
1364,2183
1364,2921
1364,1365
1364,2070
1364,68
1364,834
1364,1282
1364,2407
1364,20
1364,1919
1364,3186
1364,3664
1364,1818
1364,1398
1364,2685
1364,1510
1364,861
1364,681
1364,304
1368,344
1368,1910
1368,2721
1368,4039
1368,1147
1368,2951
1368,1128
1368,1960
1368,3645
1368,2199
1368,1643
1368,1999
1368,3675
1368,3171
1368,144
1368,275
1368,232
1368,1785
1368,4005
1368,681
1374,1749
1374,1011
1374,1702
1374,2162
1374,278
1374,489
1374,2737
1374,1117
1374,19
1374,1545
1374,2506
1374,2807
1374,3932
1374,3291
1374,293
1374,1301
1381,2217
1381,3368
1381,3371
1381,1844
1381,3007
1381,3351
1381,2647
1381,2551
1381,639
1381,3286
1381,63
1381,3624
1381,2810
1381,3882
1381,130
1381,45
1381,563
1381,457
1383,867
1383,2955
1383,1871
1383,2703
1383,3373
1383,2050
1383,899
1383,2611
1383,3014
1383,1231
1383,85
1383,1862
1383,2320
1383,1191
1383,282
1383,997
1383,708
1383,3223
1383,2115
1383,2089
1385,3333
1385,2303
1385,3570
1385,3392
1385,927
1385,63
1385,3107
1385,2506
1385,3291
1385,1301
1385,2314
1385,4002
1385,2613
1385,3341
1385,19
1385,1458
1388,2014
1388,2798
1388,2835
1388,423
1388,2881
1388,321
1388,1654
1388,449
1388,1798
1388,4000
1388,3788
1388,2703
1388,2626
1388,1992
1388,2186
1388,2924
1388,2
1388,36
1392,959
1392,2109
1392,1954
1392,3809
1392,873
1392,3568
1392,912
1392,927
1392,2335
1392,1117
1392,2314
1392,194
1392,1006
1392,289
1392,10
1392,2878
1392,2788
1393,3097
1393,3808
1393,912
1393,3049
1393,186
1393,2846
1393,289
1393,3515
1393,2647
1393,3154
1393,2000
1393,1117
1393,1578
1393,2233
1393,605
1393,1545
1393,59
1394,1673
1394,1919
1394,681
1394,65
1394,2359
1394,1920
1394,3209
1394,3417
1394,3797
1394,1532
1394,4035
1394,987
1394,2841
1394,810
1394,336
1394,4052
1394,3488
1394,1573
1394,1522
1394,2203
1394,2543
1394,2420
1394,3757
1396,312
1396,2233
1396,284
1396,2705
1396,3584
1396,1400
1396,615
1396,2737
1396,1940
1396,1925
1396,2759
1396,2590
1396,3910
1396,2696
1396,2451
1396,2341
1396,2472
1400,2711
1400,3794
1400,2649
1400,2385
1400,1745
1400,513
1400,2451
1400,3366
1400,1320
1400,818
1400,284
1400,1474
1400,3119
1400,1670
1400,615
1400,3964
1400,663
1400,3
1404,2961
1404,585
1404,2452
1404,361
1404,3432
1404,1658
1404,3268
1404,1596
1404,3926
1404,1085
1404,3417
1404,1532
1404,2146
1404,1721
1404,2612
1404,2271
1408,2668
1408,1727
1408,1478
1408,913
1408,2948
1408,3471
1408,2806
1408,2384
1408,2148
1408,1699
1408,400
1408,1632
1408,575
1408,898
1408,2703
1408,1650
1408,621
1408,1621
1408,290
1408,1726
1408,2681
1408,976
1408,709
1408,1736
1408,1620
1408,1149
1425,422
1425,846
1425,448
1425,2293
1425,629
1425,3858
1425,3480
1425,921
1425,1205
1425,3674
1425,1435
1425,297
1425,1470
1425,1798
1425,2881
1425,1992
1425,935
1425,2444
1425,6
1425,1220
1425,3654
1425,660
1425,1017
1425,1645
1427,912
1427,278
1427,2706
1427,1458
1427,3809
1427,667
1427,605
1427,1006
1427,2263
1427,3978
1427,1301
1427,3434
1427,209
1427,2273
1427,1828
1427,2206
1427,339
1427,2351
1427,289
1429,667
1429,503
1429,2656
1429,912
1429,1545
1429,1781
1429,2273
1429,1392
1429,288
1429,3434
1429,3299
1429,283
1429,2151
1429,927
1429,2319
1429,463
1429,2082
1434,454
1434,260
1434,172
1434,2454
1434,2924
1434,3342
1434,1955
1434,2871
1434,3212
1434,589
1434,981
1434,3468
1434,2504
1434,2835
1434,2679
1434,3464
1434,997
1434,61
1434,3218
1435,1220
1435,297
1435,542
1435,2855
1435,2386
1435,3210
1435,1890
1435,3601
1435,3589
1435,629
1435,676
1435,2276
1435,3356
1435,1189
1435,1787
1440,3751
1440,818
1440,3366
1440,1353
1440,3910
1440,54
1440,2451
1440,2385
1440,3453
1440,2719
1440,1745
1440,976
1440,2913
1440,1229
1440,2696
1440,1400
1440,3538
1440,2590
1440,433
1440,2061
1440,2233
1440,2301
1440,1396
1440,2705
1440,615
1448,1545
1448,469
1448,3751
1448,1004
1448,3756
1448,174
1448,2348
1448,963
1448,2030
1448,3809
1448,2056
1448,3459
1448,3033
1448,2737
1448,3156
1455,1713
1455,3860
1455,2080
1455,2760
1455,1387
1455,2471
1455,3859
1455,2464
1455,210
1455,3166
1455,3491
1455,3884
1455,2567
1455,3424
1455,547
1455,2695
1455,3253
1455,2684
1455,3672
1455,537
1457,1177
1457,2187
1457,2420
1457,4035
1457,3178
1457,2633
1457,1394
1457,810
1457,2317
1457,1676
1457,3797
1457,1522
1457,736
1457,1532
1457,3074
1457,3835
1457,2357
1457,683
1458,1301
1458,463
1458,2303
1458,194
1458,3291
1458,3341
1458,3360
1458,2263
1458,927
1458,3215
1458,1702
1458,2706
1458,2737
1458,1374
1458,3107
1458,2506
1458,1117
1458,605
1458,3333
1459,1095
1459,3547
1459,297
1459,1620
1459,655
1459,575
1459,4000
1459,1798
1459,1807
1459,2849
1459,3492
1459,1425
1459,3642
1459,3788
1459,3575
1459,307
1459,44
1462,1444
1462,3151
1462,989
1462,1322
1462,212
1462,1177
1462,359
1462,1252
1462,3836
1462,3617
1462,3558
1462,2919
1462,2505
1462,2943
1462,2667
1462,1879
1462,9
1462,3552
1462,1907
1464,1739
1464,1210
1464,59
1464,1043
1464,3550
1464,3576
1464,1616
1464,3829
1464,1578
1464,3657
1464,2404
1464,2541
1464,974
1464,2274
1464,2977
1464,349
1469,910
1469,3694
1469,2647
1469,2551
1469,2773
1469,1545
1469,3462
1469,3107
1469,63
1469,963
1469,2383
1469,1844
1469,3539
1469,2171
1469,3333
1469,1045
1469,2244
1469,626
1470,3917
1470,2439
1470,935
1470,1898
1470,2881
1470,2635
1470,629
1470,763
1470,3395
1470,448
1470,2614
1470,575
1470,1620
1470,3897
1470,921
1470,1748
1473,3470
1473,2370
1473,1522
1473,336
1473,2841
1473,1573
1473,1003
1473,2203
1473,3647
1473,3209
1473,987
1473,1537
1473,1394
1473,1532
1473,3488
1473,811
1473,4052
1473,648
1473,2544
1473,919
1473,2271
1473,3835
1473,1827
1473,1673
1476,3060
1476,1552
1476,1104
1476,3949
1476,3834
1476,843
1476,525
1476,2029
1476,1966
1476,3821
1476,3040
1476,901
1476,3719
1476,3523
1476,101
1476,3952
1476,3210
1478,2703
1478,575
1478,2681
1478,297
1478,321
1478,3493
1478,2806
1478,2924
1478,454
1478,2845
1478,2948
1478,1542
1478,1620
1478,1021
1478,2881
1478,44
1478,1736
1487,1718
1487,3956
1487,2355
1487,3532
1487,728
1487,1660
1487,3981
1487,53
1487,555
1487,2347
1487,3373
1494,3215
1494,3291
1494,633
1494,927
1494,2552
1494,3205
1494,278
1494,2158
1494,2506
1494,3107
1494,1545
1494,63
1494,1290
1494,3994
1494,3568
1494,2263
1494,3809
1495,1332
1495,3808
1495,3579
1495,3282
1495,2972
1495,3164
1495,1084
1495,976
1495,401
1495,3746
1495,814
1495,661
1495,284
1495,3889
1495,3641
1495,1738
1495,19
1495,463
1495,3877
1495,541
1496,690
1496,2084
1496,2950
1496,4006
1496,2296
1496,1394
1496,1532
1496,2659
1496,3619
1496,11
1496,3552
1496,1115
1496,357
1496,3469
1496,153
1496,2661
1496,3557
1496,498
1496,3151
1496,2715
1496,736
1505,3625
1505,1542
1505,2835
1505,1976
1505,2845
1505,1478
1505,1654
1505,3923
1505,992
1505,2191
1505,2801
1505,454
1505,2492
1505,1709
1505,1699
1505,1948
1505,2948
1512,1699
1512,2703
1512,846
1512,2833
1512,852
1512,2881
1512,2840
1512,1632
1512,2384
1512,1654
1512,302
1512,454
1512,1120
1512,1992
1512,2251
1512,3833
1512,1620
1512,297
1516,1593
1516,738
1516,692
1516,3851
1516,573
1516,681
1516,1603
1516,3079
1516,2134
1516,585
1516,1195
1516,3529
1516,1286
1516,441
1516,845
1516,1192
1516,3004
1520,1904
1520,3083
1520,3868
1520,1764
1520,90
1520,2165
1520,3079
1520,357
1520,2595
1520,3230
1520,3488
1520,412
1520,1897
1520,2511
1520,22
1520,266
1520,233
1522,336
1522,810
1522,2271
1522,2345
1522,1532
1522,811
1522,2003
1522,2658
1522,1003
1522,3871
1522,2359
1522,3417
1522,1919
1522,3885
1522,2174
1522,2203
1522,3209
1522,1673
1522,2357
1522,681
1522,4035
1528,297
1528,4000
1528,2336
1528,2732
1528,1798
1528,49
1528,2881
1528,1992
1528,6
1528,1732
1528,2255
1528,1106
1528,2798
1528,3210
1528,263
1528,846
1528,3788
1528,44
1528,2386
1532,810
1532,1573
1532,2203
1532,3797
1532,683
1532,2543
1532,3757
1532,2420
1532,4035
1532,357
1532,884
1532,3488
1532,336
1532,681
1532,331
1535,927
1535,3614
1535,466
1535,2936
1535,3116
1535,280
1535,3392
1535,1598
1535,2180
1535,1896
1535,515
1535,3310
1535,2137
1535,194
1535,3741
1535,3138
1535,1301
1535,929
1535,2438
1535,1826
1535,3749
1536,950
1536,667
1536,1781
1536,3107
1536,3032
1536,1
1536,339
1536,2177
1536,1636
1536,2273
1536,3965
1536,1624
1536,3219
1536,3333
1536,3484
1536,1458
1536,2834
1536,2264
1536,3404
1537,2271
1537,1165
1537,3977
1537,1573
1537,3079
1537,3488
1537,1307
1537,4060
1537,1271
1537,2511
1537,4052
1537,1248
1537,336
1537,740
1537,1509
1537,1154
1537,624
1542,2952
1542,899
1542,44
1542,454
1542,423
1542,2270
1542,1654
1542,1324
1542,2801
1542,297
1542,2835
1542,1620
1542,2845
1542,1820
1542,2703
1545,1117
1545,3233
1545,1385
1545,1170
1545,278
1545,463
1545,238
1545,419
1545,1703
1545,2737
1545,2673
1545,626
1545,927
1545,19
1545,1458
1545,489
1545,2064
1545,1301
1545,3360
1545,3333
1545,2000
1545,2383
1549,2932
1549,1438
1549,3999
1549,1057
1549,2100
1549,2483
1549,1763
1549,2620
1549,2899
1549,2057
1549,3790
1549,960
1549,2073
1549,2245
1549,2547
1549,3381
1549,3571
1549,2971
1573,456
1573,1687
1573,3209
1573,2161
1573,3676
1573,2010
1573,1307
1573,3926
1573,3488
1573,2544
1573,4031
1573,2032
1573,3005
1574,2629
1574,1120
1574,1736
1574,1632
1574,297
1574,2703
1574,1280
1574,2924
1574,575
1574,3212
1574,44
1574,4015
1574,1654
1574,3373
1574,527
1574,3781
1574,2243
1574,1478
1574,1620
1574,1699
1574,292
1574,3278
1574,363
1576,1293
1576,1296
1576,2383
1576,2112
1576,926
1576,2303
1576,406
1576,3333
1576,2743
1576,1994
1576,3565
1576,859
1576,2551
1576,3371
1576,2807
1579,2156
1579,892
1579,3596
1579,1790
1579,2033
1579,2089
1579,598
1579,1239
1579,1072
1579,3995
1579,754
1579,2690
1579,3334
1579,3385
1579,2931
1579,1089
1579,1350
1579,746
1581,1591
1581,3809
1581,3057
1581,503
1581,2855
1581,2648
1581,3693
1581,8
1581,4064
1581,1781
1581,1
1581,3652
1581,1392
1581,1536
1581,1585
1581,1117
1581,3042
1581,667
1581,3214
1581,1594
1581,1006
1581,3392
1584,3373
1584,3507
1584,464
1584,2801
1584,2835
1584,899
1584,131
1584,3967
1584,3212
1584,1699
1584,808
1584,2703
1584,1654
1584,3132
1584,1112
1584,1033
1584,888
1587,3253
1587,288
1587,1581
1587,1781
1587,194
1587,1006
1587,1591
1587,667
1587,3693
1587,1117
1587,2303
1587,3709
1587,2151
1587,3483
1587,2222
1587,339
1587,289
1587,1545
1587,3333
1591,3994
1591,2222
1591,1439
1591,1800
1591,2351
1591,3333
1591,3693
1591,194
1591,1781
1591,313
1591,1536
1591,1392
1591,2158
1591,3809
1591,339
1591,3107
1591,667
1591,2742
1591,3354
1591,3709
1591,3057
1591,1238
1592,575
1592,1894
1592,454
1592,2023
1592,2798
1592,2703
1592,3373
1592,1632
1592,2806
1592,1699
1592,2384
1592,570
1592,684
1592,2924
1592,423
1592,2835
1592,1654
1593,1075
1593,706
1593,1179
1593,2910
1593,1603
1593,3475
1593,3529
1593,1263
1593,4060
1593,2598
1593,1593
1593,2546
1593,1708
1593,1192
1593,4019
1593,2312
1594,950
1594,819
1594,1700
1594,1420
1594,3894
1594,2501
1594,2834
1594,2580
1594,1087
1594,1117
1594,19
1594,194
1594,2171
1597,1258
1597,3328
1597,595
1597,681
1597,1842
1597,1034
1597,3089
1597,253
1597,634
1597,1673
1597,2296
1597,531
1597,3757
1597,1532
1597,2536
1597,2308
1597,2894
1597,712
1597,281
1597,2896
1598,432
1598,2137
1598,1591
1598,3333
1598,1702
1598,2133
1598,2314
1598,3741
1598,3138
1598,2506
1598,732
1598,2887
1598,194
1598,1185
1598,1385
1598,3913
1602,459
1602,3912
1602,3105
1602,520
1602,1769
1602,2058
1602,1993
1602,4021
1602,508
1602,1188
1602,2271
1602,1224
1602,3655
1602,88
1602,912
1602,3300
1602,2306
1607,3885
1607,1003
1607,3881
1607,1522
1607,2640
1607,2527
1607,458
1607,3630
1607,869
1607,3126
1607,2915
1607,811
1607,11
1607,3726
1607,1496
1607,402
1607,393
1607,1532
1608,1336
1608,3655
1608,1850
1608,1241
1608,2010
1608,1331
1608,2544
1608,548
1608,2226
1608,3564
1608,88
1608,889
1608,121
1608,3710
1613,432
1613,289
1613,2000
1613,3808
1613,3888
1613,3758
1613,2737
1613,278
1613,3310
1613,927
1613,3746
1613,1582
1613,912
1613,3071
1613,3591
1613,1700
1613,1545
1613,3317
1613,667
1613,463
1620,44
1620,992
1620,297
1620,2934
1620,1947
1620,3625
1620,377
1620,2899
1620,1505
1620,2307
1620,1976
1620,1709
1620,2681
1620,2948
1621,3125
1621,1620
1621,2285
1621,575
1621,2668
1621,1632
1621,2603
1621,1726
1621,3769
1621,684
1621,2703
1621,297
1621,3287
1621,2191
1621,1654
1621,2023
1621,2681
1621,1774
1621,913
1621,2835
1621,965
1621,570
1621,2443
1632,2729
1632,1726
1632,2668
1632,2969
1632,1620
1632,1699
1632,454
1632,1478
1632,297
1632,3769
1632,2806
1632,44
1632,2681
1632,2827
1632,1654
1632,2023
1632,1542
1632,2801
1632,684
1635,489
1635,3462
1635,2802
1635,2737
1635,258
1635,4052
1635,2705
1635,1507
1635,2108
1635,1117
1635,1280
1635,1545
1635,164
1635,873
1635,463
1635,3317
1635,3994
1635,1997
1635,3758
1635,3009
1647,224
1647,2771
1647,1685
1647,3418
1647,3051
1647,3104
1647,2496
1647,258
1647,3324
1647,401
1647,3717
1647,4033
1647,60
1647,2696
1647,3076
1647,2472
1647,284
1647,932
1654,1620
1654,2384
1654,1736
1654,2827
1654,1478
1654,321
1654,3507
1654,3373
1654,2806
1654,2798
1660,2155
1660,53
1660,1372
1660,1629
1660,2872
1660,3373
1660,2832
1660,659
1660,1315
1660,2478
1660,96
1660,2802
1660,3988
1660,3096
1660,808
1660,1718
1660,2388
1662,3209
1662,2345
1662,856
1662,336
1662,3704
1662,2967
1662,1603
1662,2657
1662,1773
1662,3529
1662,3973
1662,1075
1662,715
1662,3488
1662,2494
1662,624
1662,1923
1663,3168
1663,1186
1663,3691
1663,1483
1663,2720
1663,569
1663,1872
1663,2495
1663,3561
1663,2025
1663,459
1663,126
1663,1331
1663,2322
1663,3470
1663,4042
1663,1602
1663,508
1663,2896
1663,781
1663,3760
1663,70
1663,912
1663,3574
1663,486
1663,3818
1663,1153
1663,2440
1663,1769
1663,2652
1663,2791
1663,88
1669,2530
1669,1928
1669,1948
1669,48
1669,1736
1669,3373
1669,2703
1669,2477
1669,2748
1669,2615
1669,677
1669,4058
1669,2608
1669,3133
1669,2250
1669,1774
1669,3297
1669,2806
1669,1120
1673,811
1673,3006
1673,2339
1673,2271
1673,1052
1673,3871
1673,1003
1673,2296
1673,498
1673,3647
1673,3620
1673,1919
1673,2896
1673,3593
1673,2353
1673,1532
1673,3757
1673,2203
1673,3864
1677,2664
1677,927
1677,800
1677,1054
1677,740
1677,505
1677,407
1677,833
1677,1765
1677,975
1677,206
1677,3992
1677,2019
1677,1554
1677,1667
1677,3831
1677,1878
1685,3051
1685,454
1685,4058
1685,3211
1685,2191
1685,1926
1685,433
1685,172
1685,2835
1685,260
1685,297
1685,1247
1685,3373
1685,2703
1685,1476
1685,355
1685,3212
1685,2771
1685,1654
1687,3201
1687,2010
1687,3926
1687,1207
1687,3488
1687,2533
1687,2265
1687,4081
1687,2544
1687,740
1687,2779
1687,3676
1687,4031
1687,3951
1687,2511
1687,336
1695,2476
1695,2971
1695,1452
1695,2932
1695,3887
1695,3280
1695,1947
1695,2510
1695,445
1695,3999
1695,2307
1695,307
1695,2434
1695,3284
1695,314
1695,1549
1695,2164
1695,960
1695,867
1699,2924
1699,1820
1699,1324
1699,1976
1699,3278
1699,2681
