idA,idB
260,3681
260,3314
260,3031
260,297
260,976
260,3753
260,3426
260,2924
261,1946
261,307
261,2665
261,297
261,4080
261,2885
261,2614
261,2899
261,918
261,2476
261,1798
261,2164
261,1754
261,777
261,1620
261,3945
261,1095
263,2212
263,3457
263,327
263,2732
263,2386
263,2336
263,1890
263,2276
263,1106
263,297
263,1189
263,1782
263,1111
268,1425
268,261
268,2262
268,2476
268,428
268,2164
268,2899
268,3887
268,3095
268,1807
268,3999
268,722
268,2307
268,1459
268,1095
268,960
268,297
268,1620
268,2401
268,777
269,1942
269,3261
269,3392
269,2314
269,517
269,3188
269,3253
269,3884
269,278
269,289
269,2319
269,1385
269,432
269,2695
269,2623
269,927
269,3393
269,2478
269,912
269,1274
269,3316
269,2162
269,2802
277,450
277,564
277,1431
277,2066
277,2008
277,373
277,3791
277,3480
277,379
277,297
277,1143
277,3473
277,1423
277,2354
277,3788
277,680
277,1425
278,718
278,1274
278,289
278,3946
278,432
278,2473
278,1967
278,489
278,238
278,2511
278,3393
278,927
278,2737
278,1117
278,3792
278,3568
278,2506
278,2478
280,3116
280,466
280,142
280,515
280,1302
280,1776
280,542
280,1826
280,3386
280,2855
280,1633
280,3367
280,3273
280,2314
280,4074
280,3253
280,194
280,2639
280,1896
280,1873
280,3190
282,2924
282,1620
282,1899
282,44
282,1699
282,26
282,307
282,805
282,3284
282,3958
282,1871
282,575
282,3373
282,3477
282,4055
282,3799
282,3463
282,1465
282,3212
283,288
283,1594
283,1702
283,1117
283,1533
283,503
283,1374
283,3528
283,63
283,2206
283,194
283,3880
283,599
283,1545
283,1581
283,3659
283,2151
283,2834
283,339
284,920
284,1685
284,2112
284,3756
284,3751
284,2647
284,2705
284,1247
284,2135
284,2244
284,3211
284,3462
284,2472
284,2441
284,976
284,3213
284,454
284,3324
284,3694
284,1440
284,457
284,3051
284,2233
284,2490
284,843
288,2826
288,927
288,2319
288,1427
288,194
288,3299
288,1301
288,503
288,3693
288,19
288,1581
288,4094
288,2064
288,2706
288,2351
288,922
288,3774
288,1594
288,1702
288,667
288,63
289,3888
289,1117
289,3122
289,3483
289,2263
289,19
289,3693
289,1700
289,2506
289,1429
289,63
289,2737
289,1545
289,432
289,3317
289,3808
289,2151
290,1632
290,1726
290,2285
290,913
290,2081
290,621
290,1699
290,709
290,898
290,1021
290,575
290,3212
290,1505
290,1620
290,570
290,2806
290,2703
295,85
295,1275
295,3246
295,2115
295,3065
295,2454
295,3223
295,2703
295,857
295,2986
295,2307
295,3212
295,3373
295,1231
295,1862
295,2191
295,297
297,846
297,449
297,1992
297,2798
297,4000
297,1699
297,1388
297,3210
297,1592
297,2703
297,2900
297,1654
297,2186
297,1017
297,1894
297,629
297,2014
297,1890
297,423
297,4030
297,321
298,3373
298,3212
298,2443
298,2299
298,3769
298,2911
298,3292
298,2802
298,297
298,3532
298,1274
298,1164
298,1315
298,2015
298,454
298,284
298,2155
298,570
298,3462
298,808
300,204
300,2058
300,1769
300,3593
300,3105
300,2875
300,3835
300,3488
300,3577
300,1362
300,264
300,486
300,3470
300,126
300,3139
300,1188
300,3912
300,956
300,143
300,3300
300,977
300,2271
300,1180
300,1843
300,508
300,347
300,1663
300,2720
300,2440
300,2791
300,3499
300,3454
301,197
301,4062
301,2703
301,1774
301,1065
301,3163
301,1009
301,3373
301,3800
301,3824
301,2924
301,2835
301,297
301,284
301,1654
301,768
301,3109
301,1869
301,3086
307,1699
307,2948
307,44
307,2899
307,960
307,1862
307,2510
307,1505
307,2681
307,314
307,1871
307,1899
307,3958
307,1976
307,575
307,2307
307,1191
307,1620
307,3547
307,2703
307,1726
314,377
314,3594
314,1717
314,391
314,2160
314,2948
314,1021
314,1885
314,1834
314,2924
314,2510
314,575
314,3547
314,2899
314,1709
314,3923
314,960
314,89
314,467
314,527
314,3185
318,3967
318,1777
318,3507
318,47
318,3373
318,85
318,1774
318,3243
318,2703
318,1592
318,1280
318,4010
318,2007
318,491
318,1225
318,1645
318,3184
318,3344
318,2806
321,1890
321,905
321,1592
321,164
321,454
321,846
321,3210
321,4000
321,449
321,423
321,2835
321,2243
321,2703
321,2798
321,2958
321,2900
329,1392
329,419
329,3831
329,432
329,3447
329,3792
329,2277
329,3568
329,1878
329,3156
329,2772
329,2802
329,975
329,2863
329,614
329,2664
329,927
329,1027
329,3248
329,3743
330,1985
330,4030
330,2
330,2798
330,1281
330,905
330,1798
330,1652
330,4000
330,297
330,1111
330,722
330,3660
330,1934
330,846
330,2733
330,1067
330,3210
330,1992
330,3788
330,3700
330,3492
330,2881
334,1011
334,1964
334,288
334,293
334,289
334,927
334,1545
334,1828
334,1301
334,1967
334,3932
334,1392
334,1458
334,238
334,2737
334,3299
334,1374
334,2273
336,3930
336,3488
336,1573
336,2809
336,1307
336,2764
336,4006
336,1889
336,2161
336,112
336,2203
336,1605
336,2895
336,3209
336,3623
336,2248
336,2494
339,1117
339,2273
339,3107
339,3397
339,2706
339,1857
339,1702
339,2551
339,2807
339,1
339,63
339,3970
339,2954
339,2351
339,2222
339,2383
339,194
339,2244
339,3333
339,2303
339,748
355,457
355,3051
355,2916
355,3821
355,2321
355,101
355,1966
355,3994
355,976
355,1503
355,3666
355,510
355,3719
355,1552
355,380
355,1381
355,901
355,3523
355,1476
355,3834
355,3889
355,284
355,843
355,3768
355,2807
363,3712
363,2413
363,757
363,2384
363,1225
363,2041
363,2477
363,3109
363,2835
363,952
363,3373
363,1487
363,1742
363,2949
363,3781
363,2806
363,3348
363,4058
365,336
365,919
365,393
365,3488
365,3209
365,242
365,4052
365,2203
365,1394
365,2809
365,987
365,1532
365,955
365,3417
365,478
365,2271
365,3835
365,1522
365,1573
365,683
375,3565
375,2647
375,3389
375,1844
375,45
375,3516
375,1305
375,2303
375,633
375,3107
375,3694
375,2814
375,3351
375,3725
375,3371
375,2560
375,2244
375,2551
375,1045
375,2807
377,2845
377,1542
377,162
377,3547
377,2899
377,1505
377,2510
377,1632
377,1478
377,2270
377,2948
377,3923
377,1947
377,2492
377,960
377,2591
377,1709
377,994
377,2476
377,1976
383,3033
383,2303
383,2637
383,2772
383,258
383,1803
383,3694
383,203
383,1402
383,1784
383,1426
383,2956
383,2788
383,873
383,510
383,2653
386,250
386,2655
386,3688
386,618
386,1828
386,1208
386,3341
386,787
386,2216
386,1781
386,667
386,3992
386,556
386,289
386,574
386,1945
386,3978
386,432
386,2301
388,2703
388,2632
388,3292
388,3257
388,1487
388,1274
388,411
388,2118
388,3981
388,2801
388,248
388,322
388,298
388,3532
388,1715
388,221
388,808
388,542
388,3373
393,459
393,3006
393,2764
393,3079
393,2208
393,458
393,2809
393,3488
393,2494
393,3069
393,2003
393,520
393,3835
393,1573
393,3597
393,3209
393,336
393,3973
393,2211
393,1307
393,2203
404,747
404,4094
404,1171
404,3693
404,667
404,3117
404,3299
404,1781
404,1945
404,2983
404,2000
404,3978
404,264
404,1964
404,1427
404,3461
404,3758
404,912
404,289
404,2440
411,3967
411,3531
411,3578
411,3373
411,2443
411,2827
411,1041
411,1592
411,2801
411,1517
411,1487
411,53
414,2726
414,2779
414,2961
414,3723
414,266
414,681
414,1394
414,2227
414,3926
414,1532
414,3526
414,220
414,58
414,810
414,3079
414,1518
414,2595
414,3136
414,2739
417,2235
417,1055
417,738
417,1532
417,242
417,691
417,2544
417,2153
417,2271
417,2403
417,692
417,3918
417,2393
417,2145
417,3782
417,456
417,1307
417,2459
418,2924
418,1021
418,2703
418,575
418,44
418,1736
418,3958
418,85
418,2514
418,314
418,1885
418,1834
418,1620
418,1465
418,191
418,3373
418,282
419,2737
419,927
419,3462
419,2802
419,3317
419,1765
419,3568
419,278
419,3261
419,3808
419,489
419,3333
419,2623
419,463
419,929
419,1363
419,3009
419,238
419,780
419,2559
419,2677
427,626
427,1545
427,1290
427,3565
427,63
427,3351
427,1458
427,2383
427,2303
427,633
427,2064
427,2540
427,912
427,19
428,3878
428,1355
428,1813
428,2545
428,1401
428,1555
428,587
428,3856
428,109
428,2642
428,993
428,1019
428,3618
428,285
428,936
428,240
428,3150
428,3307
428,3506
432,1744
432,2863
432,2263
432,2528
432,1385
432,1301
432,1117
432,1545
432,2506
432,489
432,1392
432,1024
432,3310
432,912
432,3809
432,3888
433,1247
433,2696
433,2382
433,1290
433,843
433,3756
433,1045
433,3852
433,258
433,1342
433,3694
433,2968
433,1396
433,3751
433,2472
433,284
433,2301
433,2496
433,63
433,2705
433,1867
433,3366
433,2233
435,3427
435,1992
435,1836
435,1460
435,4058
435,2703
435,1413
435,820
435,3901
435,3462
435,3210
435,846
435,2924
435,2801
435,1592
435,1073
435,3671
435,629
435,3750
435,3493
438,2245
438,2899
438,370
438,2164
438,2867
438,3999
438,1549
438,2856
438,651
438,1341
438,2547
438,2476
438,960
438,1057
438,2620
438,2971
438,66
440,165
440,385
440,3124
440,2202
440,1013
440,3339
440,1228
440,273
440,1810
440,523
440,1249
440,3527
440,3777
440,835
440,44
440,3405
440,2036
440,863
448,92
448,2298
448,660
448,1291
448,49
448,3777
448,3590
448,6
448,1992
448,132
448,1369
448,1631
448,2881
448,3318
448,1649
448,2293
448,1748
449,1279
449,3210
449,2806
449,1890
449,1654
449,2703
449,2186
449,2243
449,2014
449,1699
449,1992
449,423
449,2900
454,1715
454,1665
454,1620
454,2703
454,1669
454,1699
454,2209
454,3373
454,363
454,1487
454,388
454,875
454,2924
454,2195
454,3532
454,2477
454,2806
454,297
454,48
454,2711
454,894
454,2384
454,1654
456,3488
456,2494
456,520
456,1593
456,3926
456,1961
456,3187
456,3413
456,1532
456,2271
456,361
456,3676
456,1603
456,4031
456,336
456,2241
457,991
457,3665
457,790
457,3007
457,101
457,2304
457,2807
457,580
457,1079
457,3949
457,3213
457,3523
457,3107
457,2988
457,3994
457,1290
457,1530
457,1476
457,2217
457,2743
457,3140
457,2647
459,1687
459,1307
459,4066
459,2010
459,1850
459,2058
459,957
459,1573
459,88
459,456
459,1338
459,1673
459,2271
459,3676
459,3079
459,789
459,4031
459,3488
459,3926
459,1608
459,1532
459,2652
459,1188
459,2544
459,3087
459,681
463,3462
463,2506
463,535
463,2244
463,1045
463,2300
463,2737
463,3888
463,3291
463,838
463,3821
463,1994
463,2112
463,45
463,2762
463,238
463,1576
463,1844
463,2807
463,3994
463,633
463,2551
463,605
463,3371
463,2273
463,1702
463,3389
463,289
463,3882
463,3809
466,2180
466,3116
466,3253
466,2438
466,4074
466,194
466,1598
466,3819
466,1826
466,2133
466,2855
466,202
466,3367
466,501
466,470
466,3614
466,1591
469,1469
469,1045
469,2496
469,3255
469,3751
469,626
469,2383
469,3462
469,3033
469,1133
469,2647
469,1004
469,3107
469,2773
469,2600
469,929
469,2064
469,1290
469,258
469,1104
472,2307
472,3223
472,900
472,2641
472,61
472,904
472,2611
472,3509
472,1592
472,3038
472,297
472,1699
472,3373
472,598
472,2986
472,2703
472,1620
472,295
472,3239
472,3384
476,2687
476,1612
476,1010
476,1839
476,512
476,2807
476,1386
476,3521
476,2647
476,429
476,457
476,3961
476,3213
476,1722
476,639
476,3368
476,483
476,2551
476,563
478,336
478,2606
478,1522
478,884
478,1532
478,1052
478,1394
478,3209
478,4052
478,1307
478,1919
478,266
478,2271
478,987
478,2543
478,2345
478,4035
478,242
478,3835
478,3488
478,2184
487,1117
487,2303
487,2802
487,77
487,3792
487,432
487,3514
487,3809
487,3568
487,2559
489,19
489,2263
489,3758
489,3122
489,1117
489,1385
489,2802
503,194
503,19
503,1168
503,2264
503,1591
503,912
503,3659
503,1594
503,3880
503,1536
503,63
503,667
503,2151
503,289
503,3219
503,339
503,3450
503,3483
503,599
508,956
508,1271
508,3206
508,1224
508,3279
508,2875
508,2601
508,3577
508,3158
508,772
508,1188
508,4021
508,3105
508,3912
508,3139
510,3994
510,2029
510,457
510,2989
510,439
510,114
510,920
510,3523
510,586
510,3949
510,3665
510,101
510,554
510,2110
510,10
510,2648
510,1784
510,3821
510,843
515,3741
515,1185
515,2409
515,194
515,1006
515,1896
515,2506
515,3913
515,278
515,2887
515,3333
515,3335
515,3138
515,3392
515,2137
515,2639
515,1598
515,873
515,2133
515,3981
515,3792
515,1385
515,146
515,3568
520,3926
520,2544
520,3069
520,1593
520,1573
520,1603
520,459
520,1687
520,4052
520,1404
520,4031
520,2003
520,1307
520,2074
520,3488
520,3209
520,2208
520,1560
520,3079
524,1886
524,2343
524,589
524,3605
524,172
524,3862
524,981
524,260
524,1832
524,3218
524,3045
524,3753
524,3940
524,3635
524,2976
524,2454
524,3468
524,1275
542,1232
542,1661
542,2752
542,2155
542,1436
542,1558
542,1992
542,2276
542,1954
542,3968
542,881
542,96
542,2190
542,1777
542,1890
542,139
542,1303
542,3981
556,2713
556,1208
556,241
556,572
556,2903
556,2653
556,1024
556,574
556,2656
556,3761
556,2913
556,1461
556,2655
556,3978
561,1276
561,574
561,386
561,787
561,3978
561,497
561,2656
561,2341
561,1939
561,1572
561,2655
561,2216
561,1208
561,1343
561,250
561,2786
561,510
561,760
561,3341
561,1945
564,1032
564,582
564,462
564,3444
564,1640
564,796
564,1196
564,2973
564,1159
564,958
564,287
564,3528
564,2131
564,444
564,2885
564,2275
564,1445
564,2694
564,3869
566,3473
566,1218
566,1798
566,979
566,2881
566,1866
566,4000
566,846
566,297
566,2571
566,3897
566,1589
566,1992
566,3175
566,1268
566,330
566,373
566,629
566,1985
570,1699
570,3243
570,297
570,2681
570,2081
570,1654
570,2299
570,1632
570,3212
570,913
570,2191
570,2443
570,3287
570,1726
570,454
570,1068
570,3373
570,1838
570,965
570,3532
573,417
573,2544
573,3209
573,3835
573,3069
573,458
573,1573
573,3918
573,2370
573,336
573,2203
573,2494
573,2526
573,1522
573,1532
573,2403
573,1007
573,810
573,692
573,1307
573,520
573,2134
574,3117
574,1797
574,2655
574,927
574,2151
574,278
574,572
574,3221
574,3479
574,3978
574,432
574,3831
574,912
574,289
574,3992
574,1781
574,1945
574,1440
574,2082
574,3792
574,2216
574,3028
575,1976
575,2924
575,3923
575,1709
575,454
575,2191
575,1620
575,1947
575,1632
575,1542
575,527
575,2492
575,1505
575,377
575,1654
575,44
575,297
575,533
575,3625
575,992
580,2102
580,3380
580,2233
580,1136
580,258
580,2650
580,3459
580,2972
580,1029
580,2323
580,3694
580,713
580,1530
589,297
589,1408
589,3373
589,3490
589,1699
589,2924
589,454
589,3753
589,260
589,1948
589,1278
589,708
589,3532
589,2454
589,3464
589,981
596,1685
596,3211
596,1476
596,3254
596,2363
596,355
596,284
596,2671
596,3373
596,2771
596,1592
596,172
596,1969
596,976
596,3465
596,260
596,2924
596,1654
596,2816
596,873
596,2801
596,2703
597,1993
597,2875
597,906
597,2271
597,1673
597,347
597,1602
597,1188
597,508
597,300
597,3139
597,1532
597,3206
597,3593
597,3300
597,2306
597,811
597,3864
597,1663
598,2256
598,84
598,3813
598,917
598,938
598,522
598,171
598,2931
598,3132
598,1259
598,3334
598,1774
598,899
598,2089
598,2402
598,3181
598,2801
602,1124
602,3212
602,899
602,1456
602,2835
602,4010
602,2703
602,1654
602,3967
602,2801
602,888
602,1726
602,1584
602,1838
602,464
602,3507
602,131
602,454
605,3741
605,2303
605,626
605,1374
605,1591
605,1290
605,2383
605,19
605,3392
605,515
605,927
605,63
605,489
605,1024
605,3215
605,2162
605,2273
605,1598
605,3570
605,3253
605,3157
605,278
605,2457
605,3632
605,2887
605,3156
605,2737
607,1038
607,3107
607,2551
607,3371
607,3882
607,3516
607,1994
607,2450
607,1045
607,633
607,3694
607,3264
607,2647
607,605
607,2303
609,760
609,3889
609,2744
609,169
609,3324
609,2125
609,2683
609,2593
609,554
609,457
609,985
609,3286
609,2531
609,3719
609,2120
609,3259
609,1701
609,1626
609,720
609,2135
611,2345
611,3418
611,1520
611,1764
611,2597
611,1496
611,3757
611,1269
611,2766
611,919
611,336
611,1532
611,4052
611,11
611,3552
611,3488
611,1729
611,2640
611,1493
614,2802
614,432
614,3260
614,1255
614,3792
614,3568
614,3831
614,2772
614,2263
614,278
614,1024
614,1392
614,2506
614,289
614,3327
614,2664
614,1878
614,873
615,3329
615,2711
615,818
615,350
615,3103
615,3978
615,3119
615,1745
615,2385
615,454
615,3722
615,2649
615,2590
615,2451
615,2719
615,874
615,3584
617,2801
617,3212
617,3292
617,3373
617,1315
617,1041
617,3573
617,1774
617,2443
617,2007
617,888
617,1280
617,3963
617,899
617,3507
617,3243
617,4010
617,411
617,2748
618,289
618,369
618,2147
618,3978
618,1440
618,760
618,1990
618,556
618,3688
618,1971
618,1797
618,1208
618,2656
618,2713
618,2342
618,574
618,1184
618,2653
620,1205
620,1898
620,448
620,670
620,3917
620,2444
620,660
620,1425
620,999
620,629
620,1748
620,2881
620,3858
620,1992
620,2215
620,2386
620,1470
620,6
620,921
620,1017
626,463
626,3317
626,1374
626,1290
626,2737
626,3867
626,1045
626,238
626,1703
626,3009
626,1765
626,2457
626,3808
626,929
626,734
626,3352
626,3462
626,3994
626,19
626,2559
626,2064
626,489
626,1004
629,3210
629,2231
629,2881
629,249
629,1174
629,2212
629,263
629,1173
629,49
629,846
629,3788
629,6
629,1106
629,2386
629,451
629,1992
629,1528
629,1645
629,2732
633,3821
633,1385
633,45
633,2351
633,1079
633,3317
633,339
633,3994
633,1576
633,2807
633,3809
638,1126
638,2827
638,2801
638,3212
638,808
638,883
638,2443
638,1979
638,3058
638,3243
638,1726
638,1361
638,326
638,1155
638,843
638,2969
638,1422
638,3462
638,1838
639,3565
639,2814
639,1844
639,1612
639,2687
639,2551
639,3351
639,2450
639,375
639,3371
639,63
639,3516
639,2647
639,1305
639,3107
639,2807
639,1290
639,2303
639,2484
639,3286
651,2707
651,1549
651,3999
651,1048
651,2620
651,3790
651,3887
651,3284
651,1341
651,1975
651,2899
651,2547
651,2476
651,1094
651,2164
660,705
660,2881
660,1845
660,147
660,629
660,3858
660,2293
660,3318
660,3644
660,1174
660,2614
660,6
660,1611
660,921
