id,title,artist,idSpotify,preview,genre,energy,cover,bpm,date
718,Échame La Culpa,Luis Fonsi,0mlAOSILGRys2IbvyOT5VJ,null,latin pop,89.7,https://i.scdn.co/image/ab67616d0000b273ef0d4234e1a645740f77d59c,96.006,2019-02-01
719,El viento,Fuel Fandango,08Yj1ksD25REbpvBVom3Q7,https://p.scdn.co/mp3-preview/8897a2d15915788ddaffcff799065d9ec05fd7f1?cid=dc103043f05746ba809bc490afdc3fe6,latin rock,81.2,https://i.scdn.co/image/ab67616d0000b273555f5856bc4e78e93b0f99dd,123.017,2016-04-15
720,蓝,Dellafuente,5ku3lEb3OW2dpPapxTNyKL,https://p.scdn.co/mp3-preview/e42223c1b47c5f1caacc266675a40083a1a9478c?cid=dc103043f05746ba809bc490afdc3fe6,trap latino,38.5,https://i.scdn.co/image/ab67616d0000b27397d5b2e2a6b5e5478a48779c,97.202,2016-12-22
721,Make It Bun Dem,Skrillex,6AbVJjzv7thIvmMCuhZrmK,https://p.scdn.co/mp3-preview/6c5a8c709156eaa212b319d915d9b1c3a3505d90?cid=dc103043f05746ba809bc490afdc3fe6,edm,88.1,https://i.scdn.co/image/ab67616d0000b273599d75148c77c356edd9ea6f,104.973,2012-05-01
722,Quereme Así (feat. Jorge Serrano),Los Caligaris,5SYefHqRXNFjmBLICBseWw,https://p.scdn.co/mp3-preview/0f19147569f0da4c0b63f34358d541b572761641?cid=dc103043f05746ba809bc490afdc3fe6,argentine rock,89.9,https://i.scdn.co/image/ab67616d0000b273f8247926a861fc5f40377cff,149.062,2005-07-01
723,I Loved You (feat. Melissa Steel),Blonde,4KuS9s0fuqLznp9AJTqTm7,https://p.scdn.co/mp3-preview/356e70e253455dd27f282ff0ce081696c75a8cad?cid=dc103043f05746ba809bc490afdc3fe6,null,79.2,https://i.scdn.co/image/ab67616d0000b27309b763aa15610007540dbf98,122.432,2014-11-28
724,Costa de Oaxaca,Leiva,7LszWU8JTJqkP5tQp2Sbui,https://p.scdn.co/mp3-preview/440cbcb5203839e9cc097d386c2cc0c6106bfcc0?cid=dc103043f05746ba809bc490afdc3fe6,spanish pop,32.300000000000004,https://i.scdn.co/image/ab67616d0000b27313c4ca893a92d3a81e0cb3e8,117.734,2019-03-22
725,Una Rosa Pa Mi Niña,Nouna,0TJnO6Py9zoKXK8VMohNCW,https://p.scdn.co/mp3-preview/5c6d14bd2b46f33a8680f98146bcdf79d9412225?cid=dc103043f05746ba809bc490afdc3fe6,alternative r&b,91.7,https://i.scdn.co/image/ab67616d0000b27358d50286d4f6d8fd7c2a1626,100.016,2016
726,Manolito Caramierda,Poncho K,0cMAspOC4MvMC1kRAWUzoA,https://p.scdn.co/mp3-preview/1e6e4a889b0720fb504501fe6e755a214d3c5455?cid=dc103043f05746ba809bc490afdc3fe6,null,85.1,https://i.scdn.co/image/ab67616d0000b273e7f5773f71682ced6a4b0966,140.0,2010-04-12
727,El Murguero,Los Auténticos Decadentes,2cDkpGaVD0rbZkUZ6m2mMk,https://p.scdn.co/mp3-preview/3bc345ee1e72b970521d7e16a77934216d0d5b27?cid=dc103043f05746ba809bc490afdc3fe6,argentine rock,74.2,https://i.scdn.co/image/ab67616d0000b27307281a095262c35ef36daef3,115.298,1995-08-01
728,Algo Especial en Ti,Sarayma,0j2hPd7ut9yLEhBGqggb3D,https://p.scdn.co/mp3-preview/9cc03f8bb670fbe7dc2b37aacd4e7b182ad34a00?cid=dc103043f05746ba809bc490afdc3fe6,pop flamenco,49.7,https://i.scdn.co/image/ab67616d0000b273e1122f5fca4cf936f3fcb138,129.133,2018-03-02
729,TBT,Sebastián Yatra,4s45VgkknMFkdiGoUcjxQU,null,reggaeton colombiano,85.5,https://i.scdn.co/image/ab67616d0000b27373d76762052dd4cc7924667b,91.963,2020-02-20
730,Loco (Tu Forma de Ser) (MTV Unplugged) (feat. Rubén Albarrán),Los Auténticos Decadentes,0639sfoRA7sW4fGS1EzcQu,https://p.scdn.co/mp3-preview/5675804804ccfee1844415ced29768a324bd7e20?cid=dc103043f05746ba809bc490afdc3fe6,argentine rock,63.9,https://i.scdn.co/image/ab67616d0000b273c1748abf863c594a825d8e9b,116.499,2018-10-05
731,La Nueva Y La Ex,Daddy Yankee,6WuufZDBNoEJBTinRiznhO,null,reggaeton,94.3,https://i.scdn.co/image/ab67616d0000b273e65bdef0d793c2d366328389,198.062,2013-01-01
732,Dile Que Tú Me Quieres (feat. Yandel),Ozuna,3nhIVP0aPmQ9y9FAeTthMc,https://p.scdn.co/mp3-preview/ca63623a5c491a29ae355938789f24ded30aaad3?cid=dc103043f05746ba809bc490afdc3fe6,reggaeton,73.0,https://i.scdn.co/image/ab67616d0000b27376cb69e2aebfdfca2818e6bc,175.921,2017-05-01
733,He Decidido,Benito Kamelas,4ywFqTVwrZ3IQ2YAROjf86,https://p.scdn.co/mp3-preview/615d2e012e796a66769e3c67404c9c110b038b53?cid=dc103043f05746ba809bc490afdc3fe6,punk urbano,78.4,https://i.scdn.co/image/ab67616d0000b2733b49d628e5129bbba8e75420,90.397,2009-11-09
734,Tattoo (Remix with Camilo),Rauw Alejandro,4ZRrLHqzhGRXYj2qcB4s5S,https://p.scdn.co/mp3-preview/a40261252504dc54df085ba27724169023a3a9c4?cid=dc103043f05746ba809bc490afdc3fe6,trap latino,63.7,https://i.scdn.co/image/ab67616d0000b273bbbcca8d3647640ce972d327,96.988,2020-07-09
735,Por Amar A Ciegas,Arcángel,2BrfJdTXohQRtWBKsBTIp0,https://p.scdn.co/mp3-preview/94cb4359a6efc5c639507b3480537409709d8550?cid=dc103043f05746ba809bc490afdc3fe6,reggaeton,68.4,https://i.scdn.co/image/ab67616d0000b273294ea58a8ac4ae598c46d0b0,119.99,2008-12-08
736,Ride It,Regard,2tnVG71enUj33Ic2nFN6kZ,https://p.scdn.co/mp3-preview/2c4acac07bd693cb02d0ad8021d78b5854801e59?cid=dc103043f05746ba809bc490afdc3fe6,edm,75.1,https://i.scdn.co/image/ab67616d0000b2735c27813ae019011fcb370c78,117.948,2019-07-26
737,Invéntame,Marco Antonio Solís,1nwdRwqxMlKl3c7Qh8KsrG,null,grupera,60.4,https://i.scdn.co/image/ab67616d0000b2733d3c6a57624e04375e885fdb,93.024,2003-01-01
738,Chasing Cars,Snow Patrol,5hnyJvgoWiQUYZttV4wXy6,null,irish rock,59.5,https://i.scdn.co/image/ab67616d0000b2735da2756220da9b6f17924f8f,104.011,2006-01-01
739,Por Nosotros,Ocer y Rade,0OXalew0EJoMdkhAt0K2Vp,https://p.scdn.co/mp3-preview/3aecaeb5278c687d33ff4bee17e456fa81c8d3c6?cid=dc103043f05746ba809bc490afdc3fe6,rap espanol,81.89999999999999,https://i.scdn.co/image/ab67616d0000b2733256e1852a6bb4f09f9e1622,91.935,2015-06-11
740,Señorita,Shawn Mendes,0TK2YIli7K1leLovkQiNik,null,canadian pop,54.0,https://i.scdn.co/image/ab67616d0000b273e6095c382c2853667c1623eb,116.947,2019-06-21
741,Soñar,Morad,3lI1sZnyM1Ju3ApgNo0ITT,https://p.scdn.co/mp3-preview/bc2cb0400d3342f1faf10285ec068668346b99ad?cid=dc103043f05746ba809bc490afdc3fe6,urbano espanol,68.89999999999999,https://i.scdn.co/image/ab67616d0000b273dfc07c8c7df28f36fad5017f,126.975,2021-09-11
742,Esta Noche,Mike Bahía,4vhkI8x68EaGQR3Kn7Pwhc,https://p.scdn.co/mp3-preview/fddf41ba4346afcc2ca43f9ac89dbd6cd4ab3031?cid=dc103043f05746ba809bc490afdc3fe6,latin,84.8,https://i.scdn.co/image/ab67616d0000b2731e7b15088bef347e4355af62,130.007,2019-11-15
744,Reality (Radio Edit) (feat. Janieck Devy),Lost Frequencies,1Mys1gf9SkMBAVGGxpkJ7d,https://p.scdn.co/mp3-preview/0f298a5ecd8ab9f14bf3ae4c5be855abbe2cfca2?cid=dc103043f05746ba809bc490afdc3fe6,edm,69.69999999999999,https://i.scdn.co/image/ab67616d0000b2735e056afc5f00279a58891aa8,122.145,2016-10-21
745,On My Way,Alan Walker,4n7jnSxVLd8QioibtTDBDq,https://p.scdn.co/mp3-preview/a2b7d391b7082492253beea21178df5557a4f9bf?cid=dc103043f05746ba809bc490afdc3fe6,electro house,68.89999999999999,https://i.scdn.co/image/ab67616d0000b273d2aaf635815c265aa1ecdecc,170.087,2019-03-21
746,No Sé Qué Me Das,Fangoria,4gP89Uk2gEVcmygi6ddRjf,https://p.scdn.co/mp3-preview/4973494bd8b217403a4d9394c8da5bc11ec4ff0d?cid=dc103043f05746ba809bc490afdc3fe6,latin arena pop,95.6,https://i.scdn.co/image/ab67616d0000b273e014a8f6ceb3c8abf13fef58,134.99,2001-05-27
747,Back It Up (Video Version) (feat. Jennifer Lopez & Pitbull),Prince Royce,6Y0mJNAcx8CDBOhSy6icFP,https://p.scdn.co/mp3-preview/d53f78676f97fa8894c1247a0673167d72e63172?cid=dc103043f05746ba809bc490afdc3fe6,bachata,78.0,https://i.scdn.co/image/ab67616d0000b273b31c41520cffc67eb2ada827,104.024,2015-07-24
748,Agarra Mi Mano,Sean Paul,4kS2aOd7ic0gGccOWss1JV,https://p.scdn.co/mp3-preview/41470af793c5547cdc7ab368a858842d7714b1f2?cid=dc103043f05746ba809bc490afdc3fe6,pop rap,65.10000000000001,https://i.scdn.co/image/ab67616d0000b273d41c8edc1d6e0a3e0ecb81a4,174.077,2010-02-12
749,No Tiene la Culpa,Romeo Santos,0beYgCC4ErBZyEUbnpdyOE,https://p.scdn.co/mp3-preview/25ad7eb846cad4e683f69600e3a0acb7df2bd6f9?cid=dc103043f05746ba809bc490afdc3fe6,bachata,74.7,https://i.scdn.co/image/ab67616d0000b273e9da42890bbd629df1e8f640,123.034,2014-02-25
750,La cabecita loca,Rulo y la contrabanda,63PNHwm8hgpkPeUFfUa4dk,https://p.scdn.co/mp3-preview/5eab76f95728c6e736501f9bbcadd2de1a9792ec?cid=dc103043f05746ba809bc490afdc3fe6,cantautor,82.1,https://i.scdn.co/image/ab67616d0000b273ff16bb5b4f25b95ace7d135a,159.906,2010-09-24
751,Parasito,Molotov,5nt1FKDnaQ5Pb1BgRski2z,null,latin alternative,87.6,https://i.scdn.co/image/ab67616d0000b2734bc839b846d5a838ced8217a,99.023,1999-01-01
752,Me & You (feat. IRO),Alok,2WTCoQLkQ9FPdvThkf8nN1,https://p.scdn.co/mp3-preview/8e13fe100c24f4b9c39e362b4c4ebce8a334e90b?cid=dc103043f05746ba809bc490afdc3fe6,electro house,63.0,https://i.scdn.co/image/ab67616d0000b273569ae45b9e140c6ba6e95749,120.988,2016-08-26
753,Algo Contigo,Gente de Zona,5l390fUPNwGSi6ECobpc20,https://p.scdn.co/mp3-preview/2b21935984505b64ced03b35ff73f4f8faef700d?cid=dc103043f05746ba809bc490afdc3fe6,cubaton,96.89999999999999,https://i.scdn.co/image/ab67616d0000b2730e674e81c59a2308c1b4b660,127.961,2016-04-22
754,Chinches,Amatria,3pe5LEZUE8z400Ml9SzU9M,https://p.scdn.co/mp3-preview/298b88fe55f4146949057d75760c45d5d7bf6680?cid=dc103043f05746ba809bc490afdc3fe6,latin rock,51.7,https://i.scdn.co/image/ab67616d0000b2735d1708af38b7704499cd05b3,128.046,2015-03-21
755,Some Nights,Fun.,67WTwafOMgegV6ABnBQxcE,https://p.scdn.co/mp3-preview/ffc0e31e3685cae5ed9b05c2a506da3f3e9ee2ab?cid=dc103043f05746ba809bc490afdc3fe6,baroque pop,73.8,https://i.scdn.co/image/ab67616d0000b273a036e1724bc7f2bab15cfda8,107.938,2012-02-14
756,Alive,Empire Of The Sun,2O9O26335YYVckmRgPKY3s,null,alternative dance,88.2,https://i.scdn.co/image/ab67616d0000b273cf06b7a58c6bf3e90102bf05,119.94,2013-01-01
757,Cuando Tú Te Vas (Directo Acústico),Estopa,7m4GLxkI3NluqYs2IUbgHK,https://p.scdn.co/mp3-preview/c8f0a502f97c362ff88163ebef406819a6dc8f29?cid=dc103043f05746ba809bc490afdc3fe6,spanish pop,58.699999999999996,https://i.scdn.co/image/ab67616d0000b273f167e973496871d717712866,122.025,2014-02-17
758,Junto al Amanecer,J Alvarez,1HPzBInBPVJfSUDNLsTGGn,https://p.scdn.co/mp3-preview/9a37286a64eff887cb4b30baa9efc60cff6eab42?cid=dc103043f05746ba809bc490afdc3fe6,reggaeton,70.19999999999999,https://i.scdn.co/image/ab67616d0000b27389a8a594b4fea81c263ff661,169.966,2010-11-16
759,Tuki Tuki,Pucho Y Tucutu,0jtuFuZNhMV142OIXPonEO,https://p.scdn.co/mp3-preview/02e4b67919f46bfaebb2960b1784531c368f8545?cid=dc103043f05746ba809bc490afdc3fe6,null,84.3,https://i.scdn.co/image/ab67616d0000b273e37b4c7d99b0b4d49f134d77,102.514,2021-09-15
760,La Disco Resplandece,La Mafia del Amor,1D5K4XGfR7URwIgtx1c1rO,https://p.scdn.co/mp3-preview/4e07e0de59e43d3e961ec9710b3ac202c76e9df4?cid=dc103043f05746ba809bc490afdc3fe6,trap latino,60.699999999999996,https://i.scdn.co/image/ab67616d0000b273c861219cc9d8bef4e7deafb7,92.003,2015-04-06
761,Sargento de Hierro,MORGAN,1pv5scBTTQyqN2NOiEj8oe,https://p.scdn.co/mp3-preview/c4758f7756342a4a793effa7927a483c7a8f717d?cid=dc103043f05746ba809bc490afdc3fe6,contemporary country,24.4,https://i.scdn.co/image/ab67616d0000b27395f07666b7bfe4b57b6b9506,133.014,2018-03-16
762,Sugar Mami,La Zowi,2lwrv8g1JbRlhhqYpPVnlE,https://p.scdn.co/mp3-preview/db2a6a83d6feb63d296f96e08848f5672d206f9f?cid=dc103043f05746ba809bc490afdc3fe6,urbano espanol,56.3,https://i.scdn.co/image/ab67616d0000b2734dea3bd41ea0529ac656b24f,98.038,2020-07-17
763,El cantar de la luna oscura (Versión 2006),Mago De Oz,4SfHV0FSozHwMAo3u9q1wu,https://p.scdn.co/mp3-preview/47329ca91b802b02bbb7510d604d2f3733570845?cid=dc103043f05746ba809bc490afdc3fe6,celtic metal,91.0,https://i.scdn.co/image/ab67616d0000b2734ee420e695f02b4897e85507,127.518,2018-11-02
764,3 Letras,Non Servium,7qwdGi4GDJ7WMnyQTuhwBj,https://p.scdn.co/mp3-preview/07b2f8c2a9041149af198fb77849a3e20fc29e8d?cid=dc103043f05746ba809bc490afdc3fe6,spanish punk,91.60000000000001,https://i.scdn.co/image/ab67616d0000b27331048edf84ab78804f0012a9,172.761,2011-05-23
765,Boyz-N-The-Hood (Remix) (feat. Ice Cube),Eazy-E,5RGXoZt1qxmAErdhbyKJKq,null,g funk,47.9,https://i.scdn.co/image/ab67616d0000b27308a611d441af018b582009dd,87.691,1987-01-01
766,Nuestro Sueño,Grupo Niche,0g9d2hcBECm8eOuxG9w5kH,https://p.scdn.co/mp3-preview/9536dd082d9457c86f8314335cae0132cbb47b7b?cid=dc103043f05746ba809bc490afdc3fe6,salsa,80.10000000000001,https://i.scdn.co/image/ab67616d0000b27351c9409f7962e3aee55c74c6,90.23,1988
767,Fotografía (feat. Nelly Furtado),Juanes,34KOuJPiRFM9iykH7cnGQC,https://p.scdn.co/mp3-preview/881f046f44f0a0e78446bd5aaaf25416b8fb0766?cid=dc103043f05746ba809bc490afdc3fe6,latin pop,31.900000000000002,https://i.scdn.co/image/ab67616d0000b2735c802784c906618309f3d7c7,85.002,2012-10-17
768,19 Dias y 500 Noches (Directo),Joaquín Sabina,3LXFi1Xk9qJsYXYEjDcuVH,https://p.scdn.co/mp3-preview/cff7b48d92869700f92f8a36b7d6a61162150dc2?cid=dc103043f05746ba809bc490afdc3fe6,cantautor,89.9,https://i.scdn.co/image/ab67616d0000b2735400a55ed99557265d925dc4,86.472,2001
769,Uptown Funk (feat. Bruno Mars),Mark Ronson,32OlwWuMpZ6b0aN2RZOeMS,https://p.scdn.co/mp3-preview/f33e7b185ab89fc1eb78cf9b023213c94f7c05a1?cid=dc103043f05746ba809bc490afdc3fe6,dance pop,60.9,https://i.scdn.co/image/ab67616d0000b273e419ccba0baa8bd3f3d7abf2,114.988,2015-01-12
770,Un Siglo Sin Ti,Chayanne,5NSJ0qoxwbO26tVvqpL4N2,https://p.scdn.co/mp3-preview/46b0ec287f730808050e38fee027b21bfe5480bc?cid=dc103043f05746ba809bc490afdc3fe6,latin pop,67.4,https://i.scdn.co/image/ab67616d0000b273ae6fa77d018a876139391901,133.906,1998
772,Promiscuous (feat. Timbaland),Nelly Furtado,0tn2UIasYsUF9yOSXHq1YW,https://p.scdn.co/mp3-preview/763e8a8959ec096f9b61176cace04dd0ca8d0b54?cid=dc103043f05746ba809bc490afdc3fe6,canadian latin,74.2,https://i.scdn.co/image/ab67616d0000b2739944f53825c5e093215df490,114.279,2013-12-04
773,Run Up (feat. PARTYNEXTDOOR & Nicki Minaj),Major Lazer,49zMj9UjQ0IGksOO2VuhZX,https://p.scdn.co/mp3-preview/fe5cd71191a076e83c9bcb39dfe4f7df7bb1b616?cid=dc103043f05746ba809bc490afdc3fe6,edm,74.3,https://i.scdn.co/image/ab67616d0000b2733ba5c71caff3ec4f019f5613,108.005,2018-10-19
774,What's My Name? (feat. Drake),Rihanna,73pDVsH5QNj2eqrjZJiBRs,https://p.scdn.co/mp3-preview/e3b7bae022912a795f8887f434fdca7bd74d8a9e?cid=dc103043f05746ba809bc490afdc3fe6,barbadian pop,52.300000000000004,https://i.scdn.co/image/ab67616d0000b2736260c2dba6721993f3665a8a,99.993,2011-06-07
775,Conteo (Fast And The Furious: Tokyo Drift Version),Don Omar,4faQPCxOllqodjw02kmRAu,null,reggaeton,64.5,https://i.scdn.co/image/ab67616d0000b27330c958b0bed6e79846e1d35b,93.0,2006-01-01
776,Manuela canta saetas,Marea,0iKUZZR5xSj1RLV2Ok6F0o,https://p.scdn.co/mp3-preview/226d776a2a1dcc97cd7b2398160e03a7ee0d49d1?cid=dc103043f05746ba809bc490afdc3fe6,null,93.0,https://i.scdn.co/image/ab67616d0000b273c3efd2e5b13c25bfe329af66,189.867,2002-04-19
777,Casposos,Ska-P,7pLf4wfaLSXzLosvmjd295,https://p.scdn.co/mp3-preview/18d40824662070d2082c56ada871832419d0c4e5?cid=dc103043f05746ba809bc490afdc3fe6,ska,91.2,https://i.scdn.co/image/ab67616d0000b2732813966d85042c330f53e9fc,107.911,2002-05-27
778,Somebody's Watching Me (Extended Mix),Chico Rose,45VPISzbF2iTLqqFuYwUr7,https://p.scdn.co/mp3-preview/12b3f0dce8eabbd1615151c27c6f3e3cd220f7c8?cid=dc103043f05746ba809bc490afdc3fe6,pop dance,82.3,https://i.scdn.co/image/ab67616d0000b273e8e8c4ab432653a5189dc281,124.963,2020-04-17
779,My Body,DJ Goozo,04z8jW2xWI56W8zlOFSoV7,https://p.scdn.co/mp3-preview/dd61cc8d03ca454abd2a4bcc8d05af5c06060900?cid=dc103043f05746ba809bc490afdc3fe6,circuit,88.2,https://i.scdn.co/image/ab67616d0000b273868c3babdfa3fe82dbe85cf2,130.01,2014-03-03
780,Desde Esa Noche (feat. Maluma),Thalia,1pWYnQIlqxTh5bxuPmTG4E,https://p.scdn.co/mp3-preview/242ecf611106c019a8b1e49508a4b2d7efab7644?cid=dc103043f05746ba809bc490afdc3fe6,latin pop,92.9,https://i.scdn.co/image/ab67616d0000b273ce90428338a0aa1511399d20,95.012,2016-05-06
781,Booty Wurk (One Cheek At a Time) (feat. Joey Galaxy),T-Pain,6QgkOxBXqVRjZ1JcIDbDYY,https://p.scdn.co/mp3-preview/796eb12a4fc187fefbb7d9c6c05d7b357c4fa836?cid=dc103043f05746ba809bc490afdc3fe6,hip hop,68.89999999999999,https://i.scdn.co/image/ab67616d0000b2733d537424bb92aa2283f62595,157.935,2014
782,PA DENTRO (feat. Sean Kingston),Ana Mena,1S0M5smHxE7kPLnasxkYSD,https://p.scdn.co/mp3-preview/1cb4c40e7d896dd3be4efbeb7472193ae58c2ccb?cid=dc103043f05746ba809bc490afdc3fe6,latin pop,79.5,https://i.scdn.co/image/ab67616d0000b2734719849597497db528c651eb,174.056,2018-11-16
783,Sueños de papel (feat. Fito y Fitipaldis),La Fuga,7bOm2FiIWVEztHaUJmfbue,https://p.scdn.co/mp3-preview/e091880a43df03b860343e60a48a4119cde37c6a?cid=dc103043f05746ba809bc490afdc3fe6,cantautor,73.9,https://i.scdn.co/image/ab67616d0000b27324eae59af412bdf3ef2a4fbf,82.965,2017-11-10
784,Ton invitation,Louise Attaque,1xsRqL4cvEaOQ5TbXpqaAV,null,chanson,57.99999999999999,https://i.scdn.co/image/ab67616d0000b2730197f123ed91c8f333920ff1,98.403,1997-04-22
785,Heading Home,Alan Walker,22O2Zdfj3jnJZDSzlDMAJp,https://p.scdn.co/mp3-preview/13ac027f0feccbda1b767686100a89e4ff6859e3?cid=dc103043f05746ba809bc490afdc3fe6,electro house,78.9,https://i.scdn.co/image/ab67616d0000b2735eab23d2260268d2fab870d0,107.981,2020-04-01
786,Te Espero al Caer el Sol,El Canijo de Jerez,4IHS2Z51097NfAbamOuyXm,https://p.scdn.co/mp3-preview/ba09c3d679b426dd4894286173132de1fd0a6907?cid=dc103043f05746ba809bc490afdc3fe6,rock andaluz,77.10000000000001,https://i.scdn.co/image/ab67616d0000b27325e007ab1437f444c7268a16,123.922,2018-05-11
787,Chica Latina,Juan Magán,2BJWL3ZPJ2Ndlz2tS6RoXo,https://p.scdn.co/mp3-preview/c06c54fc92eeaa51ef5f311fc2d612b0b3dabd29?cid=dc103043f05746ba809bc490afdc3fe6,electro latino,72.7,https://i.scdn.co/image/ab67616d0000b2734fd9adda79bc5839feca9720,127.962,2012-05-14
788,No Hay Nadie Más,Sebastián Yatra,3IPJg1sdqLj12kFIndaonN,null,reggaeton colombiano,37.9,https://i.scdn.co/image/ab67616d0000b273a04e5df68ea4c891a4252c7e,105.108,2018-05-18
789,Glorious (feat. Skylar Grey),Macklemore,0CokSRCu5hZgPxcZBaEzVE,https://p.scdn.co/mp3-preview/6b6ff3c8c72111b85b011d5ce8d573cbd2a8d8c9?cid=dc103043f05746ba809bc490afdc3fe6,pop rap,79.4,https://i.scdn.co/image/ab67616d0000b2732e94b668c60b06deb1c3a05c,139.994,2017-09-22
790,Parce (feat. Lenny Tavárez & Justin Quiles),Maluma,4RJz8NfIe09gpKMiRUWKhJ,https://p.scdn.co/mp3-preview/36877b3663495e433d334271d88525774730aa98?cid=dc103043f05746ba809bc490afdc3fe6,reggaeton,73.9,https://i.scdn.co/image/ab67616d0000b27387d15f78ec75621d40028baf,83.897,2020-08-21
791,Quédate A Dormir,M-Clan,0UQitarNPDgB7ObJCj47kn,https://p.scdn.co/mp3-preview/3cc720e1cb15fafc8c47de3fad80e16cd410222b?cid=dc103043f05746ba809bc490afdc3fe6,cantautor,91.2,https://i.scdn.co/image/ab67616d0000b273a1a6615af181aa3839cc8e6a,123.199,1999
792,El Tiempo Pasará,Lori Meyers,6t6knHmmUVGnYHqQy7lTij,null,cantautor,69.8,https://i.scdn.co/image/ab67616d0000b27316928b319c781f7e89a46645,108.022,2013-01-01
793,Curiosa la cara de tu padre,Melendi,6YLer7R2Aa8zJOnpL6kPQ8,https://p.scdn.co/mp3-preview/c14021a66b9130233e85b6b02c23149791c7151f?cid=dc103043f05746ba809bc490afdc3fe6,spanish pop,96.2,https://i.scdn.co/image/ab67616d0000b2733f39425dd684788ae6edb372,102.256,2008-09-16
794,Inocente,Romeo Santos,6rXvMpWJbTyhSrVWye7jPE,https://p.scdn.co/mp3-preview/727d37ade7a92225c942196e3fb4dd8f7a0df794?cid=dc103043f05746ba809bc490afdc3fe6,bachata,79.4,https://i.scdn.co/image/ab67616d0000b273e9da42890bbd629df1e8f640,140.186,2014-02-25
795,Kikiki (feat. Yay),Kidd Keo,22YVt0f3WR4XaK6l1TEgOr,https://p.scdn.co/mp3-preview/6a5b42a2941a2c03e1f7dc58536f5b0026a0f6d8?cid=dc103043f05746ba809bc490afdc3fe6,urbano espanol,74.2,https://i.scdn.co/image/ab67616d0000b273c5714b3429d64d2679742348,123.993,2020-06-12
796,Ileso,Control Machete,15cuGrCRcbTwSA3yVTGLnq,null,chicano rap,88.7,https://i.scdn.co/image/ab67616d0000b273962c3de444a07ab824c7faa1,89.89,1999
797,Never Let You Go (feat. John Newman),Kygo,6sonAwZ8ruHZVzdAwDYsfk,https://p.scdn.co/mp3-preview/af9b16b79230e5dce085660865b7089720a547a8?cid=dc103043f05746ba809bc490afdc3fe6,edm,74.7,https://i.scdn.co/image/ab67616d0000b273238d888f4282893ed8f83f2a,123.025,2017-11-03
798,Entre mil dudas,Fangoria,3tZ3AsnaVZxYkmgOnn4IoF,https://p.scdn.co/mp3-preview/ff0fbf8b7bb86f308ee8011cb77849f385dc29b1?cid=dc103043f05746ba809bc490afdc3fe6,latin arena pop,87.8,https://i.scdn.co/image/ab67616d0000b273b968365a8eaaaf20ec3e5689,129.991,2004-04-26
799,La Foto de los Dos,Carlos Vives,2VL0W9x83RwQOBGbfphBqW,https://p.scdn.co/mp3-preview/6b04a515a73ad177e65403f6df373e1d0c83318d?cid=dc103043f05746ba809bc490afdc3fe6,latin pop,84.39999999999999,https://i.scdn.co/image/ab67616d0000b2734eb74843b937fe26fa97a2d8,80.915,2013-04-21
800,Háblame Bajito,Abraham Mateo,1s46xFwjfRUkRlPlX3PwPk,https://p.scdn.co/mp3-preview/66efddd655db03569cfabcc7e1f54dd4913da60a?cid=dc103043f05746ba809bc490afdc3fe6,latin pop,64.60000000000001,https://i.scdn.co/image/ab67616d0000b273995d90e0b406cfa360a14211,92.026,2017-12-07
801,La Carta,Los Caligaris,25rWVbj4vZKRvhhUsM1zmC,https://p.scdn.co/mp3-preview/c780a3e9441f62c3b23915d3752059c2a1346c04?cid=dc103043f05746ba809bc490afdc3fe6,argentine rock,90.4,https://i.scdn.co/image/ab67616d0000b2738ad53bc24f2250ce0049ee45,156.945,2011-09-04
802,Call Me Maybe,Carly Rae Jepsen,20I6sIOMTCkB6w7ryavxtO,null,dance pop,57.99999999999999,https://i.scdn.co/image/ab67616d0000b273d3ee4bf67c2ac2154006ad72,120.021,2012-01-01
803,No Tengo Tiempo,Heavy Nopal,5xOW6mtZzHEtnLfekkg5fO,https://p.scdn.co/mp3-preview/bc62aea07ea2e3eb54360da20b1ba225d49d3756?cid=dc103043f05746ba809bc490afdc3fe6,rock urbano mexicano,52.400000000000006,https://i.scdn.co/image/ab67616d0000b273a7fc4ccd5cf13b4a0b84c34e,71.309,1993
804,Legends Never Die (feat. Against The Current),League of Legends,1FpVJ7HpZInE2GvhVE2TwT,https://p.scdn.co/mp3-preview/2ada8eb10486d7ce23437d6825b280bd85896f66?cid=dc103043f05746ba809bc490afdc3fe6,speedrun,59.8,https://i.scdn.co/image/ab67616d0000b273cb5ec46d6f1d2cf8d36d3663,140.078,2017-09-15
805,Luna de miel,La Fuga,5otY9fPV6oYSz0WA1D81sE,https://p.scdn.co/mp3-preview/88ada81004b4b4a5ed0e5a7db45bdacb9e4d9f73?cid=dc103043f05746ba809bc490afdc3fe6,cantautor,86.8,https://i.scdn.co/image/ab67616d0000b273608e3c715067ecb43336a35c,93.971,2005-04-04
807,You Make Me,Avicii,52RK8UVEDgUAgpecOpTQM3,null,edm,72.7,https://i.scdn.co/image/ab67616d0000b273e14f11f796cef9f9a82691a7,124.99,2013-01-01
808,Saturno,Pablo Alboran,2f0Ft2XdvNSMSY5TUlZgEz,https://p.scdn.co/mp3-preview/9dc4dad5473634c2d6549957a5059eedfda136a0?cid=dc103043f05746ba809bc490afdc3fe6,spanish pop,57.199999999999996,https://i.scdn.co/image/ab67616d0000b27395d478cd83459546759f7293,95.351,2017-06-01
